GeneID	Symbol	Description	#GO-Terms Associated	Percent GO-Terms Associated	UID-str	GO Names
LOCMI01848	LOCMI01848	serine protease-like protein	2	0.0909090909091	LOCMI01848	serine hydrolase activity // metabolic process
LOCMI01718	LOCMI01718	beta-glucosidase	2	0.0909090909091	LOCMI01718	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI01517	LOCMI01517	Endoplasmic reticulum protein ERp29, putative	2	0.0909090909091	LOCMI01517	cytoplasm // intracellular
LOCMI01390	LOCMI01390	ADP-ribosylation factor-like protein 2	2	0.0909090909091	LOCMI01390	intracellular // guanyl nucleotide binding
LOCMI01299	LOCMI01299	ATP-dependent DNA helicase II 70 kDa subunit	2	0.0909090909091	LOCMI01299	metabolic process // intracellular
LOCMI00953	LOCMI00953	myosin vii	2	0.0909090909091	LOCMI00953	macromolecular complex // intracellular
LOCMI00732	LOCMI00732	Nucleoside diphosphate kinase-like protein 5	2	0.0909090909091	LOCMI00732	metabolic process // phosphotransferase activity, phosphate group as acceptor
LOCMI00534	LOCMI00534	Q8T0W7_9NEOP Beta-glucosidase	2	0.0909090909091	LOCMI00534	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI00523	LOCMI00523	putative nucleoside diphosphate kinase	2	0.0909090909091	LOCMI00523	metabolic process // phosphotransferase activity, phosphate group as acceptor
LOCMI00320	LOCMI00320	B4JH64_DROGR Nucleoside diphosphate kinase	2	0.0909090909091	LOCMI00320	metabolic process // phosphotransferase activity, phosphate group as acceptor
LOCMI00215	LOCMI00215	Beta-glucuronidase	2	0.0909090909091	LOCMI00215	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI00179	LOCMI00179	A9TF06_PHYPA NDPK5 nucleotide diphosphate kinase-like protein	2	0.0909090909091	LOCMI00179	metabolic process // phosphotransferase activity, phosphate group as acceptor
LOCMI00174	LOCMI00174	beta-glucosidase	2	0.0909090909091	LOCMI00174	hydrolase activity, acting on glycosyl bonds // metabolic process
LOCMI00168	LOCMI00168	Chromobox protein homolog 5	2	0.0909090909091	LOCMI00168	metabolic process // intracellular
LOCMI00053	LOCMI00053	PREDICTED: alpha-aspartyl dipeptidase-like	2	0.0909090909091	LOCMI00053	serine hydrolase activity // metabolic process
LOCMI17240	LOCMI17240	PREDICTED: serine/threonine-protein kinase Chk2-like	1	0.0454545454545	LOCMI17240	metabolic process
LOCMI17239	LOCMI17239	peptidyl-prolyl cis-trans isomerase	1	0.0454545454545	LOCMI17239	metabolic process
LOCMI17217	LOCMI17217	serine/threonine protein kinase	1	0.0454545454545	LOCMI17217	metabolic process
LOCMI17197	LOCMI17197	PREDICTED: protein mago nashi	1	0.0454545454545	LOCMI17197	intracellular
LOCMI17143	LOCMI17143	juvenile hormone acid methyltransferase	1	0.0454545454545	LOCMI17143	metabolic process
LOCMI17133	LOCMI17133	adenosine deaminase, putative	1	0.0454545454545	LOCMI17133	metabolic process
LOCMI17046	LOCMI17046	GJ23340	1	0.0454545454545	LOCMI17046	metabolic process
LOCMI17032	LOCMI17032	UDP-glucuronosyltransferase 1-8 precursor, putative	1	0.0454545454545	LOCMI17032	metabolic process
LOCMI16959	LOCMI16959	caspase	1	0.0454545454545	LOCMI16959	metabolic process
LOCMI16875	LOCMI16875	B6RHH4_LITVA Pyruvate kinase	1	0.0454545454545	LOCMI16875	metabolic process
LOCMI16853	LOCMI16853	PREDICTED: serine/threonine-protein kinase Chk2-like	1	0.0454545454545	LOCMI16853	metabolic process
LOCMI16787	LOCMI16787	Serine/threonine-protein kinase PRP4-like protein	1	0.0454545454545	LOCMI16787	metabolic process
LOCMI16682	LOCMI16682	PREDICTED: LOW QUALITY PROTEIN: zinc finger protein 91, partial	1	0.0454545454545	LOCMI16682	intracellular
LOCMI16634	LOCMI16634	sirtuin 5	1	0.0454545454545	LOCMI16634	metabolic process
LOCMI16567	LOCMI16567	PREDICTED: zinc finger protein 850-like	1	0.0454545454545	LOCMI16567	intracellular
LOCMI16541	LOCMI16541	Zinc finger, C2H2 type family protein	1	0.0454545454545	LOCMI16541	intracellular
LOCMI16459	LOCMI16459	S-phase kinase-associated protein 1	1	0.0454545454545	LOCMI16459	metabolic process
LOCMI16354	LOCMI16354	Caspase-1	1	0.0454545454545	LOCMI16354	metabolic process
LOCMI16270	LOCMI16270	B4G4K4_DROPE GL24545	1	0.0454545454545	LOCMI16270	metabolic process
LOCMI16261	LOCMI16261	B0WM28_CULQU Peroxidase	1	0.0454545454545	LOCMI16261	metabolic process
LOCMI16199	LOCMI16199	RecName: Full=Cytochrome P450 4C1; AltName: Full=CYPIVC1 gb|AAA27819.1| cytochrome P450	1	0.0454545454545	LOCMI16199	metabolic process
LOCMI16055	LOCMI16055	hexokinase	1	0.0454545454545	LOCMI16055	metabolic process
LOCMI16046	LOCMI16046	PREDICTED: 3-ketoacyl-CoA thiolase, mitochondrial-like	1	0.0454545454545	LOCMI16046	metabolic process
LOCMI16033	LOCMI16033	Ribokinase, putative	1	0.0454545454545	LOCMI16033	metabolic process
LOCMI16003	LOCMI16003	putative leukotriene A4 hydrolase	1	0.0454545454545	LOCMI16003	metabolic process
LOCMI15956	LOCMI15956	E9GCN3_DAPPU Putative uncharacterized protein	1	0.0454545454545	LOCMI15956	metabolic process
LOCMI15940	LOCMI15940	PREDICTED: probable enoyl-CoA hydratase, mitochondrial-like	1	0.0454545454545	LOCMI15940	metabolic process
LOCMI15916	LOCMI15916	B4IX89_DROGR GH14704	1	0.0454545454545	LOCMI15916	metabolic process
LOCMI15907	LOCMI15907	Retinal dehydrogenase 1	1	0.0454545454545	LOCMI15907	metabolic process
LOCMI15896	LOCMI15896	E3WQ18_ANODA Putative uncharacterized protein	1	0.0454545454545	LOCMI15896	metabolic process
LOCMI15882	LOCMI15882	aldose reductase, putative	1	0.0454545454545	LOCMI15882	metabolic process
LOCMI15866	LOCMI15866	Probable N(2),N(2)-dimethylguanosine tRNA methyltransferase	1	0.0454545454545	LOCMI15866	metabolic process
LOCMI15801	LOCMI15801	E3WQ18_ANODA Putative uncharacterized protein	1	0.0454545454545	LOCMI15801	metabolic process
LOCMI15753	LOCMI15753	PREDICTED: 4930444A02Rik protein-like	1	0.0454545454545	LOCMI15753	metabolic process
LOCMI15512	LOCMI15512	heat shock protein 20.7	1	0.0454545454545	LOCMI15512	response to abiotic stimulus
LOCMI15172	LOCMI15172	AGAP002385-PA	1	0.0454545454545	LOCMI15172	metabolic process
LOCMI15130	LOCMI15130	C3ZRI2_BRAFL Putative uncharacterized protein	1	0.0454545454545	LOCMI15130	metabolic process
LOCMI14807	LOCMI14807	superoxide dismutase	1	0.0454545454545	LOCMI14807	metabolic process
LOCMI14498	LOCMI14498	PREDICTED: ubiquitin-conjugating enzyme E2-17 kDa-like	1	0.0454545454545	LOCMI14498	metabolic process
LOCMI14316	LOCMI14316	GD19393	1	0.0454545454545	LOCMI14316	lipid binding
LOCMI14284	LOCMI14284	B3P5E2_DROER GG12006	1	0.0454545454545	LOCMI14284	metabolic process
LOCMI14087	LOCMI14087	Non-histone protein 10	1	0.0454545454545	LOCMI14087	intracellular
LOCMI14004	LOCMI14004	Q0QHL5_GLOMM Alanine-glyoxylate transaminase 3	1	0.0454545454545	LOCMI14004	metabolic process
LOCMI13812	LOCMI13812	PREDICTED: l-xylulose reductase-like	1	0.0454545454545	LOCMI13812	metabolic process
LOCMI13576	LOCMI13576	AGAP003212-PA	1	0.0454545454545	LOCMI13576	metal cluster binding
LOCMI13520	LOCMI13520	A-kinase anchoring protein 95 (AKAP95)	1	0.0454545454545	LOCMI13520	intracellular
LOCMI13469	LOCMI13469	GF23266	1	0.0454545454545	LOCMI13469	metabolic process
LOCMI13462	LOCMI13462	B4N353_DROWI GK12631	1	0.0454545454545	LOCMI13462	metabolic process
LOCMI13396	LOCMI13396	PREDICTED: lambda-crystallin homolog	1	0.0454545454545	LOCMI13396	metabolic process
LOCMI13338	LOCMI13338	putative RDH13	1	0.0454545454545	LOCMI13338	metabolic process
LOCMI13184	LOCMI13184	Endoplasmic reticulum metallopeptidase 1	1	0.0454545454545	LOCMI13184	metabolic process
LOCMI13181	LOCMI13181	Annexin-B9	1	0.0454545454545	LOCMI13181	lipid binding
LOCMI12971	LOCMI12971	Q16RH3_AEDAE Putative uncharacterized protein	1	0.0454545454545	LOCMI12971	metabolic process
LOCMI12889	LOCMI12889	guanine nucleotide exchange factor, putative	1	0.0454545454545	LOCMI12889	metabolic process
LOCMI12845	LOCMI12845	PREDICTED: structural maintenance of chromosomes protein 3	1	0.0454545454545	LOCMI12845	intracellular
LOCMI12355	LOCMI12355	C4N882_9SCAR Peritrophic membrane protein 2 (Fragment)	1	0.0454545454545	LOCMI12355	metabolic process
LOCMI12340	LOCMI12340	Sorting nexin-12	1	0.0454545454545	LOCMI12340	lipid binding
LOCMI12259	LOCMI12259	PREDICTED: ubiquitin-conjugating enzyme E2T-like	1	0.0454545454545	LOCMI12259	metabolic process
LOCMI12216	LOCMI12216	PREDICTED: lysosomal aspartic protease-like	1	0.0454545454545	LOCMI12216	metabolic process
LOCMI11880	LOCMI11880	PREDICTED: single-stranded DNA-binding protein, mitochondrial-like	1	0.0454545454545	LOCMI11880	metabolic process
LOCMI11816	LOCMI11816	Q5TVS6_ANOGA AGAP003501-PA (Fragment)	1	0.0454545454545	LOCMI11816	metabolic process
LOCMI11326	LOCMI11326	diazepam-binding inhibitor	1	0.0454545454545	LOCMI11326	lipid binding
LOCMI11184	LOCMI11184	peritrophic matrix protein 14 precursor	1	0.0454545454545	LOCMI11184	metabolic process
LOCMI11127	LOCMI11127	PREDICTED: zinc carboxypeptidase A 1-like	1	0.0454545454545	LOCMI11127	metabolic process
LOCMI10612	LOCMI10612	RecName: Full=Protein transport protein Sec61 subunit gamma gb|AAP47228.1| Sec61p gamma subunit	1	0.0454545454545	LOCMI10612	protein targeting
LOCMI10487	LOCMI10487	cyclin B	1	0.0454545454545	LOCMI10487	intracellular
LOCMI10439	LOCMI10439	Q7TPA2_RAT Ab1-108	1	0.0454545454545	LOCMI10439	metabolic process
LOCMI09939	LOCMI09939	B0WDZ6_CULQU Geminin	1	0.0454545454545	LOCMI09939	metabolic process
LOCMI09770	LOCMI09770	E9IM87_SOLIN Putative uncharacterized protein (Fragment)	1	0.0454545454545	LOCMI09770	metabolic process
LOCMI09667	LOCMI09667	PREDICTED: succinate-semialdehyde dehydrogenase, mitochondrial-like isoform 1	1	0.0454545454545	LOCMI09667	metabolic process
LOCMI09621	LOCMI09621	Q7QJQ9_ANOGA AGAP007619-PA	1	0.0454545454545	LOCMI09621	metabolic process
LOCMI09491	LOCMI09491	C3ZIK7_BRAFL Putative uncharacterized protein	1	0.0454545454545	LOCMI09491	metabolic process
LOCMI09478	LOCMI09478	L-xylulose reductase	1	0.0454545454545	LOCMI09478	metabolic process
LOCMI09428	LOCMI09428	pyridoxine 5'-phosphate oxidase	1	0.0454545454545	LOCMI09428	metabolic process
LOCMI09037	LOCMI09037	MOG interacting and ectopic P-granules protein 1	1	0.0454545454545	LOCMI09037	intracellular
LOCMI08995	LOCMI08995	glucose-6-phosphate 1-dehydrogenase	1	0.0454545454545	LOCMI08995	metabolic process
LOCMI08867	LOCMI08867	mucin-like protein 1	1	0.0454545454545	LOCMI08867	metabolic process
LOCMI08865	LOCMI08865	PREDICTED: UDP-glucose 6-dehydrogenase-like	1	0.0454545454545	LOCMI08865	metabolic process
LOCMI08769	LOCMI08769	PREDICTED: peptidyl-prolyl cis-trans isomerase B-like	1	0.0454545454545	LOCMI08769	metabolic process
LOCMI08663	LOCMI08663	Q177N4_AEDAE Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase	1	0.0454545454545	LOCMI08663	hydrolase activity, acting on glycosyl bonds
LOCMI08643	LOCMI08643	Protein IWS1-like protein	1	0.0454545454545	LOCMI08643	intracellular
LOCMI08588	LOCMI08588	PREDICTED: delta-aminolevulinic acid dehydratase-like isoform 2	1	0.0454545454545	LOCMI08588	metabolic process
LOCMI08443	LOCMI08443	RNA exonuclease 4	1	0.0454545454545	LOCMI08443	intracellular
LOCMI08215	LOCMI08215	B7P5F5_IXOSC FKBP-type peptidyl-prolyl cis-trans isomerase, putative	1	0.0454545454545	LOCMI08215	metabolic process
LOCMI07761	LOCMI07761	PREDICTED: ribosome maturation protein SBDS-like	1	0.0454545454545	LOCMI07761	metabolic process
LOCMI07755	LOCMI07755	mRNA transport regulator 3	1	0.0454545454545	LOCMI07755	metabolic process
LOCMI07565	LOCMI07565	AGAP006434-PA	1	0.0454545454545	LOCMI07565	metabolic process
LOCMI07554	LOCMI07554	AGAP010159-PA	1	0.0454545454545	LOCMI07554	metabolic process
LOCMI07464	LOCMI07464	PREDICTED: eukaryotic translation initiation factor 5A-like	1	0.0454545454545	LOCMI07464	metabolic process
LOCMI07055	LOCMI07055	zinc finger protein, putative	1	0.0454545454545	LOCMI07055	intracellular
LOCMI06930	LOCMI06930	PREDICTED: DNA-directed RNA polymerases I, II, and III subunit RPABC2-like	1	0.0454545454545	LOCMI06930	metabolic process
LOCMI06901	LOCMI06901	Q28IZ0_XENTR Programmed cell death 8 (Apoptosis-inducing factor)	1	0.0454545454545	LOCMI06901	metabolic process
LOCMI06857	LOCMI06857	Spermine synthase	1	0.0454545454545	LOCMI06857	metabolic process
LOCMI06703	LOCMI06703	AGAP003485-PA	1	0.0454545454545	LOCMI06703	regulation of biological quality
LOCMI06677	LOCMI06677	PREDICTED: alpha-tocopherol transfer protein-like	1	0.0454545454545	LOCMI06677	intracellular
LOCMI06643	LOCMI06643	Mannose-1-phosphate guanyltransferase beta	1	0.0454545454545	LOCMI06643	metabolic process
LOCMI06608	LOCMI06608	B0W494_CULQU Putative uncharacterized protein	1	0.0454545454545	LOCMI06608	intracellular
LOCMI06345	LOCMI06345	Glyoxylate reductase/hydroxypyruvate reductase	1	0.0454545454545	LOCMI06345	metabolic process
LOCMI06328	LOCMI06328	NADH dehydrogenase subunit 5	1	0.0454545454545	LOCMI06328	metabolic process
LOCMI06301	LOCMI06301	alpha-amylase	1	0.0454545454545	LOCMI06301	metabolic process
LOCMI05971	LOCMI05971	PREDICTED: transcription elongation factor SPT4 isoform 2	1	0.0454545454545	LOCMI05971	intracellular
LOCMI05791	LOCMI05791	C3XQB1_BRAFL Putative uncharacterized protein	1	0.0454545454545	LOCMI05791	metabolic process
LOCMI05499	LOCMI05499	Tetratricopeptide repeat protein 27	1	0.0454545454545	LOCMI05499	metabolic process
LOCMI05469	LOCMI05469	B0BN82_RAT Brix domain containing 1	1	0.0454545454545	LOCMI05469	metabolic process
LOCMI05423	LOCMI05423	PREDICTED: egl nine homolog 1-like	1	0.0454545454545	LOCMI05423	metabolic process
LOCMI05293	LOCMI05293	GJ19440	1	0.0454545454545	LOCMI05293	metabolic process
LOCMI05274	LOCMI05274	nuclear transcription factor Tfp1	1	0.0454545454545	LOCMI05274	intracellular
LOCMI05210	LOCMI05210	AGAP004851-PA	1	0.0454545454545	LOCMI05210	metabolic process
LOCMI05206	LOCMI05206	2-deoxyglucose-6-phosphate phosphatase	1	0.0454545454545	LOCMI05206	metabolic process
LOCMI05189	LOCMI05189	Q16IL9_AEDAE Putative uncharacterized protein	1	0.0454545454545	LOCMI05189	metabolic process
LOCMI05068	LOCMI05068	PREDICTED: FACT complex subunit Ssrp1-like	1	0.0454545454545	LOCMI05068	intracellular
LOCMI04895	LOCMI04895	PREDICTED: FK506-binding protein 59	1	0.0454545454545	LOCMI04895	metabolic process
LOCMI04846	LOCMI04846	peritrophic matrix protein 14 precursor	1	0.0454545454545	LOCMI04846	metabolic process
LOCMI04732	LOCMI04732	AGAP004054-PA	1	0.0454545454545	LOCMI04732	metabolic process
LOCMI04338	LOCMI04338	alpha-amylase	1	0.0454545454545	LOCMI04338	metabolic process
LOCMI04279	LOCMI04279	B3M8Z0_DROAN GF25051	1	0.0454545454545	LOCMI04279	intracellular
LOCMI04278	LOCMI04278	ATP-dependent RNA helicase DDX54	1	0.0454545454545	LOCMI04278	intracellular
LOCMI03743	LOCMI03743	Q176G6_AEDAE Cytochrome c oxidase subunit 1	1	0.0454545454545	LOCMI03743	metabolic process
LOCMI03685	LOCMI03685	Nuclear transcription factor Y subunit beta, putative	1	0.0454545454545	LOCMI03685	intracellular
LOCMI03518	LOCMI03518	B4G2X4_DROPE GL23532	1	0.0454545454545	LOCMI03518	intracellular
LOCMI03508	LOCMI03508	B0WKD5_CULQU Putative uncharacterized protein	1	0.0454545454545	LOCMI03508	metabolic process
LOCMI03502	LOCMI03502	Q17M99_AEDAE Malic enzyme	1	0.0454545454545	LOCMI03502	metabolic process
LOCMI03279	LOCMI03279	Q5TPZ3_ANOGA AGAP011434-PA	1	0.0454545454545	LOCMI03279	metabolic process
LOCMI03132	LOCMI03132	cathepsin C	1	0.0454545454545	LOCMI03132	metabolic process
LOCMI02908	LOCMI02908	DNA polymerase epsilon subunit 4	1	0.0454545454545	LOCMI02908	intracellular
LOCMI02730	LOCMI02730	B4LXE4_DROVI GJ24371	1	0.0454545454545	LOCMI02730	intracellular
LOCMI02695	LOCMI02695	High mobility group, HMG1/HMG2 IPR009071; High mobility group, superfamily	1	0.0454545454545	LOCMI02695	intracellular
LOCMI02502	LOCMI02502	oxidoreductase, zinc-binding dehydrogenase family	1	0.0454545454545	LOCMI02502	metabolic process
LOCMI02303	LOCMI02303	GK22001	1	0.0454545454545	LOCMI02303	metabolic process
LOCMI02291	LOCMI02291	ubiquitin protein ligase, putative	1	0.0454545454545	LOCMI02291	metabolic process
LOCMI02006	LOCMI02006	PREDICTED: laccase-1-like isoform 1	1	0.0454545454545	LOCMI02006	metabolic process
LOCMI01936	LOCMI01936	Ubiquitin-conjugating enzyme E2 J1	1	0.0454545454545	LOCMI01936	metabolic process
LOCMI01599	LOCMI01599	PREDICTED: tRNA-splicing endonuclease subunit Sen2-like	1	0.0454545454545	LOCMI01599	metabolic process
LOCMI01397	LOCMI01397	High mobility group, HMG1/HMG2 IPR009071; High mobility group, superfamily	1	0.0454545454545	LOCMI01397	intracellular
LOCMI01315	LOCMI01315	RecName: Full=Probable tRNA threonylcarbamoyladenosine biosynthesis protein Osgep; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein Osgep dbj|BAA82123.1| O-sialoglycoprotease	1	0.0454545454545	LOCMI01315	metabolic process
LOCMI01163	LOCMI01163	heat shock protein 20.7	1	0.0454545454545	LOCMI01163	response to abiotic stimulus
LOCMI01162	LOCMI01162	heat shock protein 20.7	1	0.0454545454545	LOCMI01162	response to abiotic stimulus
LOCMI01044	LOCMI01044	Q7Q5H5_ANOGA AGAP006434-PA	1	0.0454545454545	LOCMI01044	metabolic process
LOCMI01030	LOCMI01030	PREDICTED: similar to CG5793 CG5793-PA	1	0.0454545454545	LOCMI01030	metabolic process
LOCMI00751	LOCMI00751	catalase	1	0.0454545454545	LOCMI00751	metabolic process
LOCMI00650	LOCMI00650	B4KE17_DROMO GI22446	1	0.0454545454545	LOCMI00650	lipid binding
LOCMI00449	LOCMI00449	acid phosphatase isoenzyme	1	0.0454545454545	LOCMI00449	metabolic process
LOCMI00444	LOCMI00444	trafficking protein particle complex protein, putative	1	0.0454545454545	LOCMI00444	intracellular
LOCMI00274	LOCMI00274	B4L296_DROMO GI14682	1	0.0454545454545	LOCMI00274	metabolic process
LOCMI00208	LOCMI00208	Fatty acid-binding protein, muscle	1	0.0454545454545	LOCMI00208	lipid binding
